"filename","title","description","tags","privacy","playlist","categoryId","scheduleTime","thumbnail"
"05_Short_01.mp4","Nghiệp Duyên KHÔNG Phải Là Số Phận Đã Viết Sẵn","Nghiệp duyên không phải là số phận đã viết sẵn — kinh Địa Tạng nhìn khái niệm này theo một cách hoàn toàn khác. #Shorts #NghiệpDuyên #KinhĐịaTạng #PhậtGiáo","nghiệp duyên, kinh địa tạng, phật giáo, duyên nợ, số phận, nhân quả, giải mã kinh địa tạng","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-08-20 09:00","05_Short_01_thumb.jpg"
"05_Short_02.mp4","Người Bạn Chỉ Gặp Một Lần Nhưng Nhớ Mãi Cả Đời","Nghiệp duyên chúng sinh: có người bạn chỉ gặp một lần trong đời mà nhớ mãi không quên. #Shorts #NghiệpDuyên #KinhĐịaTạng #DuyênGặpGỡ","nghiệp duyên, kinh địa tạng, phật giáo, duyên gặp gỡ, duyên nợ, giải mã kinh địa tạng","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-08-21 09:00","05_Short_02_thumb.jpg"
"05_Short_03.mp4","Duyên Lành Là Thưởng, Duyên Nghịch Là Phạt? Không Phải Vậy","Nghiệp duyên có hai loại — duyên lành và duyên nghịch — nhưng không loại nào là bản án cố định. #Shorts #NghiệpDuyên #KinhĐịaTạng #DuyênNghịch","nghiệp duyên, duyên lành, duyên nghịch, kinh địa tạng, phật giáo, oan gia, giải mã kinh địa tạng","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-08-22 09:00","05_Short_03_thumb.jpg"
"05_Short_04.mp4","Duyên Nghiệp Giống Một Dòng Nước, Không Phải Bức Tranh Vẽ Sẵn","Nghiệp duyên chúng sinh được ví như một dòng nước, không phải một bức tranh vẽ sẵn. #Shorts #NghiệpDuyên #KinhĐịaTạng #ẨnDụPhậtGiáo","nghiệp duyên, kinh địa tạng, phật giáo, ẩn dụ phật giáo, duyên nợ, giải mã kinh địa tạng","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-08-23 09:00","05_Short_04_thumb.jpg"
"05_Short_05.mp4","Nghiệp Duyên Không Bao Giờ Là Lý Do Để Ở Lại Nơi Gây Hại","Nghiệp duyên không bao giờ là lý do để ở lại một nơi gây hại cho bạn. #Shorts #NghiệpDuyên #KinhĐịaTạng #AnToàn","nghiệp duyên, kinh địa tạng, phật giáo, an toàn quan hệ, từ bi, giải mã kinh địa tạng","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-08-24 09:00","05_Short_05_thumb.jpg"
"05_Short_06.mp4","Nghiệp Không Phải Cuốn Sổ Ghi Tội Rồi Cộng Trừ","Nghiệp không phải là một cuốn sổ ghi tội rồi cộng trừ — kinh Địa Tạng giải thích khác hẳn. #Shorts #NghiệpDuyên #KinhĐịaTạng #NhânQuả","nghiệp duyên, nhân quả, kinh địa tạng, phật giáo, nghiệp là gì, giải mã kinh địa tạng","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-08-25 09:00","05_Short_06_thumb.jpg"
"05_Short_07.mp4","20 Năm Chung Nhà Vẫn Còn Một Khoảng Cách Không Tên","Nghiệp duyên chúng sinh: 20 năm chung một mái nhà, vẫn còn một khoảng cách không tên. #Shorts #NghiệpDuyên #KinhĐịaTạng #GiaĐình","nghiệp duyên, kinh địa tạng, phật giáo, gia đình, duyên vợ chồng, giải mã kinh địa tạng","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-08-26 09:00","05_Short_07_thumb.jpg"
"05_Short_08.mp4","Bạn Có Quyền Đau, Có Quyền Chưa Hiểu Hết Vì Sao","Nghiệp duyên không đòi bạn phải hiểu ngay mới được đau, hay hết đau mới được sống tiếp. #Shorts #NghiệpDuyên #KinhĐịaTạng #ChiaLy","nghiệp duyên, chia ly, kinh địa tạng, phật giáo, mất mát, giải mã kinh địa tạng","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-08-27 09:00","05_Short_08_thumb.jpg"
"05_Short_09.mp4","Từ Bi Không Phải Là Chịu Đựng Vô Điều Kiện","Nghiệp duyên chúng sinh và từ bi: từ bi trong đạo Phật không phải là chịu đựng vô điều kiện. #Shorts #NghiệpDuyên #KinhĐịaTạng #TừBi","nghiệp duyên, từ bi, kinh địa tạng, phật giáo, an toàn quan hệ, giải mã kinh địa tạng","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-08-28 09:00","05_Short_09_thumb.jpg"
"05_Short_10.mp4","Có Người Chỉ Đi Cùng Bạn Một Đoạn Đường Tối","Nghiệp duyên chúng sinh: có người chỉ đi cùng bạn một đoạn đường tối rồi rẽ lối riêng. #Shorts #NghiệpDuyên #KinhĐịaTạng #DuyênGặpGỡ","nghiệp duyên, kinh địa tạng, phật giáo, duyên gặp gỡ, chia ly, giải mã kinh địa tạng","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-08-29 09:00","05_Short_10_thumb.jpg"
"05_Short_11.mp4","Mối Quan Hệ Đã Kết Thúc, Vì Sao Bạn Vẫn Chưa Buông?","Nghiệp duyên chúng sinh: một mối quan hệ đã kết thúc từ lâu, vì sao bạn vẫn chưa buông được? #Shorts #NghiệpDuyên #KinhĐịaTạng #BuôngBỏ","nghiệp duyên, buông bỏ, kinh địa tạng, phật giáo, chia ly, giải mã kinh địa tạng","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-08-30 09:00","05_Short_11_thumb.jpg"
"05_Short_12.mp4","Người Ta Nghĩ Là Vô Phương, Kinh Địa Tạng Nhìn Khác","Nghiệp duyên chúng sinh: người bạn nghĩ là vô phương, kinh Địa Tạng lại nhìn theo cách khác. #Shorts #NghiệpDuyên #KinhĐịaTạng #TừBi","nghiệp duyên, từ bi, kinh địa tạng, phật giáo, tập khí, giải mã kinh địa tạng","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-08-31 09:00","05_Short_12_thumb.jpg"
"05_Short_13.mp4","Vì Sao Một Lời Xin Lỗi Nửa Vời Vẫn Kéo Bạn Về?","Nghiệp duyên chúng sinh: vì sao một lời xin lỗi nửa vời vẫn kéo bạn về chỗ cũ, lần này qua lần khác. #Shorts #NghiệpDuyên #KinhĐịaTạng #MốiQuanHệ","nghiệp duyên, mối quan hệ, kinh địa tạng, phật giáo, duyên nợ, giải mã kinh địa tạng","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-09-01 09:00","05_Short_13_thumb.jpg"
"05_Short_14.mp4","Đoán Ai Nợ Ai Từ Kiếp Trước Là Một Cách Phán Xét","Nghiệp duyên chúng sinh: đoán ai nợ ai từ kiếp trước cũng chỉ là một cách phán xét. #Shorts #NghiệpDuyên #KinhĐịaTạng #NhânQuả","nghiệp duyên, nhân quả, kinh địa tạng, phật giáo, nợ kiếp trước, giải mã kinh địa tạng","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-09-02 09:00","05_Short_14_thumb.jpg"
