"filename","title","description","tags","privacy","playlist","categoryId","scheduleTime","thumbnail"
"06_Short_01.mp4","Ba Tên Gọi Của Kinh Địa Tạng, Không Cái Nào Nhắc Tới Địa Ngục","Kinh Địa Tạng mang ba tên gọi, tất cả xoay quanh đại nguyện — không tên nào nhắc tới địa ngục. #Shorts #KinhĐịaTạng #GiảiMãKinhĐịaTạng #PhậtGiáo","kinh địa tạng, đại nguyện địa tạng, giải mã kinh địa tạng, phật giáo, ba tên gọi kinh địa tạng, bổn nguyện","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-09-20 09:00","06_Short_01_thumb.jpg"
"06_Short_02.mp4","Ngọn Núi Trong Kinh Mà Ánh Sáng Không Bao Giờ Chạm Tới","Núi Đại Thiết Vi trong kinh Địa Tạng — nơi ánh sáng mặt trời, mặt trăng không bao giờ chiếu tới. #Shorts #KinhĐịaTạng #ĐịaNgụcTrongKinh #PhậtGiáo","kinh địa tạng, núi thiết vi, địa ngục phật giáo, vũ trụ luận phật giáo, giải mã kinh địa tạng, ánh sáng tỉnh thức","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-09-21 09:00","06_Short_02_thumb.jpg"
"06_Short_03.mp4","Cảnh Tỉnh Và Đe Dọa Nghe Giống Nhau, Nhưng Khác Hẳn","Một lời cảnh tỉnh và một lời đe dọa nghe qua giống nhau, nhưng dẫn bạn tới hai nơi khác nhau. #Shorts #KinhĐịaTạng #PhậtGiáo #GiảiMãKinhĐịaTạng","kinh địa tạng, cảnh tỉnh, phật giáo, giải mã kinh địa tạng, địa ngục trong kinh, tâm lý học phật giáo","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-09-22 09:00","06_Short_03_thumb.jpg"
"06_Short_04.mp4","Người Nói Lời Ấy Đã Quên, Bạn Thì Chưa","Một lời tổn thương cũ vẫn âm ỉ trong bạn — kinh Địa Tạng gọi đây là một trạng thái có điều kiện. #Shorts #KinhĐịaTạng #PhậtGiáo #ChữaLànhTâmLý","kinh địa tạng, cơn giận, chữa lành tâm lý, phật giáo, hữu danh vô hình, giải mã kinh địa tạng","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-09-23 09:00","06_Short_04_thumb.jpg"
"06_Short_05.mp4","Người Canh Giữ Ngọn Đèn Không Tạo Ra Bóng Tối","Địa Tạng không phải vua địa ngục hay đấng phán xét — kinh Địa Tạng nói rõ vai trò thật của Ngài. #Shorts #KinhĐịaTạng #ĐịaTạngVươngBồTát #PhậtGiáo","kinh địa tạng, địa tạng vương bồ tát, phật giáo, giải mã kinh địa tạng, vai trò địa tạng, từ bi","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-09-24 09:00","06_Short_05_thumb.jpg"
"06_Short_06.mp4","Người Phụ Nữ Quỳ Trước Bàn Thờ, Tin Chắc Một Điều","Một chân dung niềm tin: người phụ nữ quỳ trước bàn thờ, tin chắc vào một cõi giới kinh Địa Tạng mô tả. #Shorts #KinhĐịaTạng #PhậtGiáo #ĐứcTin","kinh địa tạng, đức tin phật giáo, địa ngục trong kinh, phật giáo, giải mã kinh địa tạng, tín ngưỡng truyền thống","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-09-25 09:00","06_Short_06_thumb.jpg"
"06_Short_07.mp4","Vì Sao Một Kinh Về Từ Bi Lại Gọi Tên Bóng Tối?","Vì sao kinh Địa Tạng dành hẳn một chương gọi tên các cõi khổ? Câu trả lời nằm ngay trong kinh văn. #Shorts #KinhĐịaTạng #PhậtGiáo #GiảiMãKinhĐịaTạng","kinh địa tạng, phổ hiền bồ tát, phật giáo, chương địa ngục danh hiệu, giải mã kinh địa tạng, cảnh tỉnh","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-09-26 09:00","06_Short_07_thumb.jpg"
"06_Short_08.mp4","Hơi Sương Buổi Sáng Và Nguyên Lý Hữu Danh Vô Hình","Một làn sương buổi sáng giúp hiểu nguyên lý hữu danh vô hình trong truyền thống chú giải kinh Địa Tạng. #Shorts #KinhĐịaTạng #HữuDanhVôHình #PhậtGiáo","kinh địa tạng, hữu danh vô hình, tuyên hóa, phật giáo, giải mã kinh địa tạng, vạn phật thánh thành","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-09-27 09:00","06_Short_08_thumb.jpg"
"06_Short_09.mp4","Không Ai Phải Chọn Phe Khi Đọc Về Địa Ngục","Bốn cách đọc một hình ảnh địa ngục trong kinh Địa Tạng — không cách nào loại trừ cách còn lại. #Shorts #KinhĐịaTạng #PhậtGiáo #GiảiMãKinhĐịaTạng","kinh địa tạng, bốn lăng kính, địa ngục trong kinh, phật giáo, giải mã kinh địa tạng, tâm lý học phật giáo","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-09-28 09:00","06_Short_09_thumb.jpg"
"06_Short_10.mp4","Người Ấy Đã Đi, Vì Sao Oán Hận Vẫn Ở Lại?","Một sự oán hận kéo dài với người đã rời xa — kinh Địa Tạng gọi đây là trạng thái có thể tan đi. #Shorts #KinhĐịaTạng #PhậtGiáo #ChữaLànhTâmLý","kinh địa tạng, oán hận, chữa lành tâm lý, phật giáo, hữu danh vô hình, giải mã kinh địa tạng","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-09-29 09:00","06_Short_10_thumb.jpg"
"06_Short_11.mp4","Trạng Thái, Khác Với Hình Phạt, Có Điều Kiện","Bóng tối kinh Địa Tạng gọi tên không phải hình phạt tùy tiện, mà là một trạng thái có điều kiện. #Shorts #KinhĐịaTạng #PhậtGiáo #GiảiMãKinhĐịaTạng","kinh địa tạng, trạng thái có điều kiện, phật giáo, địa ngục trong kinh, giải mã kinh địa tạng, nhân quả","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-09-30 09:00","06_Short_11_thumb.jpg"
"06_Short_12.mp4","Anh Gấp Trang Kinh Lại, Có Lẽ Hơi Sớm","Một người trẻ từng nghe kể về địa ngục lúc nhỏ, giờ gấp trang kinh Địa Tạng lại — có lẽ hơi sớm. #Shorts #KinhĐịaTạng #PhậtGiáo #GiảiMãKinhĐịaTạng","kinh địa tạng, hoài nghi phật giáo, phật giáo, địa ngục trong kinh, giải mã kinh địa tạng, tuổi trẻ và tín ngưỡng","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-10-01 09:00","06_Short_12_thumb.jpg"
"06_Short_13.mp4","Địa Tạng Từ Chối Liệt Kê Hết Các Địa Ngục — Vì Sao?","Chính Địa Tạng nói: kể hết địa ngục dù trọn một kiếp cũng không xong — đây là lý do vì sao. #Shorts #KinhĐịaTạng #PhậtGiáo #GiảiMãKinhĐịaTạng","kinh địa tạng, địa tạng vương bồ tát, phật giáo, chương địa ngục danh hiệu, giải mã kinh địa tạng, nghiệp","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-10-02 09:00","06_Short_13_thumb.jpg"
"06_Short_14.mp4","Tên Địa Ngục Gắn Với Chiếc Lưỡi Nói Lên Điều Gì?","Cày Lưỡi trong kinh Địa Tạng — tên gọi gắn với nghiệp vọng ngữ, đọc theo cả hai lớp tín ngưỡng và tâm lý. #Shorts #KinhĐịaTạng #NhânQuả #PhậtGiáo","kinh địa tạng, cày lưỡi, nghiệp vọng ngữ, phật giáo, giải mã kinh địa tạng, nhân quả tương ứng","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-10-03 09:00","06_Short_14_thumb.jpg"
"06_Short_15.mp4","Công Đức Không Đến Từ Số Lần Lễ Bái","Kinh Địa Tạng nhấn mạnh: công đức đến từ chí tâm, không phải từ số lần lễ bái hay quy mô hành động. #Shorts #KinhĐịaTạng #PhậtGiáo #GiảiMãKinhĐịaTạng","kinh địa tạng, chí tâm, như lai tán thán, phật giáo, giải mã kinh địa tạng, công đức","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-10-04 09:00","06_Short_15_thumb.jpg"
"06_Short_16.mp4","Một Thói Quen Gây Hại Có Thể Nhẹ Đi Không?","Một thói quen gây hại có danh, như những cõi khổ trong kinh có danh — nhưng không phải số phận cố định. #Shorts #KinhĐịaTạng #PhậtGiáo #ChữaLànhTâmLý","kinh địa tạng, thói quen gây hại, chữa lành tâm lý, phật giáo, hữu danh vô hình, giải mã kinh địa tạng","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-10-05 09:00","06_Short_16_thumb.jpg"
"06_Short_17.mp4","Cơn Giận Đang Đi Qua Tâm, Không Phải Là Tôi","Kinh Địa Tạng gợi một cách nhìn cơn giận: một hiện tượng có điều kiện đi qua, không phải một căn cước cố định. #Shorts #KinhĐịaTạng #PhậtGiáo #TâmLýHọc","kinh địa tạng, cơn giận, tâm lý học phật giáo, phật giáo, giải mã kinh địa tạng, chánh niệm","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-10-06 09:00","06_Short_17_thumb.jpg"
"06_Short_18.mp4","Người Quỳ Trước Bàn Thờ Và Người Gấp Kinh Lại","Hai hình ảnh tưởng như đối lập trong kinh Địa Tạng, cuối cùng dẫn về cùng một hành động. #Shorts #KinhĐịaTạng #PhậtGiáo #GiảiMãKinhĐịaTạng","kinh địa tạng, đức tin và hoài nghi, phật giáo, địa ngục trong kinh, giải mã kinh địa tạng, từ bi","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-10-07 09:00","06_Short_18_thumb.jpg"
"06_Short_19.mp4","Không Tên Địa Ngục Nào Trong Kinh Là Ngẫu Nhiên","Tên các cõi khổ trong kinh Địa Tạng phản chiếu trực tiếp hành vi gây ra nó — không phải hình phạt tùy tiện. #Shorts #KinhĐịaTạng #NhânQuả #PhậtGiáo","kinh địa tạng, nhân quả tương ứng, phật giáo, địa ngục trong kinh, giải mã kinh địa tạng, nghiệp báo","public","Giải Mã Kinh Địa Tạng - Shorts","27","2026-10-08 09:00","06_Short_19_thumb.jpg"
